metric,n_matched_seeds,mean_log_relative_minus_maxmc,standard_error,confidence_95_low,confidence_95_high,paired_t_statistic,paired_t_p_value
final_solve_rate,6,-0.10208333780368169,0.10662515234767092,-0.3761720176505593,0.17200534204319595,-0.9574039103908635,0.3823328380830516
journey_mean_solve_rate,6,-0.12216666811663246,0.04845613716556162,-0.2467271341395269,0.002393797906261985,-2.5211804997831693,0.05309810813084478
