algorithm,num_updates,progress_fraction,stage,n_runs,solve_rate_mean,solve_rate_sem,solve_rate_n,return_mean_mean,return_mean_sem,return_mean_n,bank_size_mean,bank_size_sem,bank_size_n,score_priority_lift_mean,score_priority_lift_sem,score_priority_lift_n,score_priority_lift_q80_normalized_mean,score_priority_lift_q80_normalized_sem,score_priority_lift_q80_normalized_n,exact_unique_ratio_mean,exact_unique_ratio_sem,exact_unique_ratio_n,duplicate_fraction_mean,duplicate_fraction_sem,duplicate_fraction_n,dominant_share_mean,dominant_share_sem,dominant_share_n,shannon_effective_size_mean,shannon_effective_size_sem,shannon_effective_size_n,simpson_effective_size_mean,simpson_effective_size_sem,simpson_effective_size_n,topology_unique_ratio_mean,topology_unique_ratio_sem,topology_unique_ratio_n,mean_pairwise_wall_distance_d4_mean,mean_pairwise_wall_distance_d4_sem,mean_pairwise_wall_distance_d4_n,mean_nearest_wall_distance_d4_unique_mean,mean_nearest_wall_distance_d4_unique_sem,mean_nearest_wall_distance_d4_unique_n,mean_wall_count_mean,mean_wall_count_sem,mean_wall_count_n,mean_wall_fraction_mean,mean_wall_fraction_sem,mean_wall_fraction_n,mean_solvable_mean,mean_solvable_sem,mean_solvable_n,mean_shortest_path_mean,mean_shortest_path_sem,mean_shortest_path_n,mean_manhattan_distance_mean,mean_manhattan_distance_sem,mean_manhattan_distance_n,mean_path_stretch_mean,mean_path_stretch_sem,mean_path_stretch_n,mean_reachable_fraction_mean,mean_reachable_fraction_sem,mean_reachable_fraction_n,mean_dead_end_fraction_mean,mean_dead_end_fraction_sem,mean_dead_end_fraction_n,mean_junction_fraction_mean,mean_junction_fraction_sem,mean_junction_fraction_n
Editor transfer,23400,0.78,Late (20-30k),3,0.20416666070620218,0.10516190972132994,3,0.11034165819485982,0.05517623296291674,3,4000.0,0.0,3,0.011520278174430132,0.0009225865494217095,3,0.8350528749346343,0.06619066282125605,3,0.40625,0.047735163489123336,3,0.59375,0.047735163489123336,3,0.5833333333333334,0.027559909490256156,3,5.499849762236797,0.8018780661304271,3,2.8315669150850145,0.273378333049972,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,23600,0.7866666666666666,Late (20-30k),3,0.27916666865348816,0.05464531437012645,3,0.14379166066646576,0.014576317465727002,3,4000.0,0.0,3,0.012343902373686433,0.0013323103632679092,3,0.9332481706425088,0.09080712572294145,3,0.34375,0.03125,3,0.65625,0.03125,3,0.6458333333333334,0.027559909490256152,3,4.30286609896589,0.5209474932065165,3,2.341242748204472,0.19737508913828877,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,23800,0.7933333333333333,Late (20-30k),3,0.195833341528972,0.07371586308292777,3,0.12003833055496216,0.044032862418045216,3,4000.0,0.0,3,0.01264129055198282,0.003212157197084069,3,0.9640323957204714,0.24862469682176325,3,0.3645833333333333,0.027559909490256156,3,0.6354166666666666,0.027559909490256156,3,0.6145833333333334,0.010416666666666668,3,4.727911537219954,0.34554386324108155,3,2.537309515544204,0.09455897637236894,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,24000,0.8,Late (20-30k),3,0.17083333681027094,0.0522081848418577,3,0.11089333146810532,0.024883712220427276,3,4000.0,0.0,3,0.010340463020838797,0.0015203464231233748,3,0.7953590942871052,0.11763119401000942,3,0.3125,0.07864410870073699,3,0.6875,0.07864410870073699,3,0.6666666666666666,0.0683066512948125,3,4.165443224220714,1.32276177138045,3,2.3214504634245414,0.5142255689060201,3,0.3125,0.07864410870073699,3,0.11689969459820576,0.020985933349980633,3,0.19025547102470183,0.0037295571322932992,3,24.03125,0.14320549046737002,3,0.14219674556213016,0.0008473697660791152,3,1.0,0.0,3,7.65625,1.364424290986251,3,7.572916666666667,1.3586065037178514,3,1.009837962962963,0.006673936686730779,3,0.9993519311263318,0.00045127741888190603,3,0.01936923144175701,0.006194460601551331,3,0.7992460393381434,0.007623875156099353,3
Editor transfer,24200,0.8066666666666666,Late (20-30k),3,0.2833333412806193,0.018162079843037412,3,0.1485433280467987,0.02006198248609016,3,4000.0,0.0,3,0.012055773908893267,0.002645817867348343,3,0.9426598949292634,0.21187342851110177,3,0.40625,0.047735163489123336,3,0.59375,0.047735163489123336,3,0.5416666666666666,0.05799754544614607,3,6.129088126594442,1.1229284792620864,3,3.308148926798997,0.5469526496625556,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,24400,0.8133333333333334,Late (20-30k),3,0.21666666865348816,0.018162078703515525,3,0.09282666444778442,0.019768033381496682,3,4000.0,0.0,3,0.009477788233198225,0.0011515412953401554,3,0.7470656178880422,0.08961756289466906,3,0.2916666666666667,0.027559909490256156,3,0.7083333333333334,0.027559909490256152,3,0.65625,0.018042195912175808,3,3.7318206223450985,0.27603366224130826,3,2.2165307977732165,0.10195055966870716,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,24600,0.82,Late (20-30k),3,0.21250000347693762,0.05773502562848418,3,0.10666000097990036,0.029121967451480414,3,4000.0,0.0,3,0.010858007706701756,0.0007302011992302532,3,0.8325819969129494,0.06261969211695681,3,0.3854166666666667,0.010416666666666666,3,0.6145833333333334,0.010416666666666668,3,0.6145833333333334,0.010416666666666668,3,4.885865395346183,0.09211617095514037,3,2.551201228999989,0.07185145749682625,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,24800,0.8266666666666667,Late (20-30k),3,0.12500000496705374,0.054486238959346955,3,0.0709549964716037,0.028273321253876427,3,4000.0,0.0,3,0.01250934659037739,0.0011059728701154495,3,0.9560431511595474,0.08386837491306519,3,0.3958333333333333,0.027559909490256156,3,0.6041666666666666,0.027559909490256152,3,0.59375,0.05412658773652742,3,5.204392188604093,0.7165104648935561,3,2.772563907811374,0.4143141356446603,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,25000,0.8333333333333334,Late (20-30k),3,0.31666667262713116,0.14185038010456838,3,0.15948166698217392,0.07776335455589226,3,4000.0,0.0,3,0.008303896252376338,0.000905477326757358,3,0.6288166472575448,0.07639349458759984,3,0.3958333333333333,0.07291666666666667,3,0.6041666666666666,0.07291666666666667,3,0.6354166666666666,0.07291666666666667,3,5.096896829929019,1.5058674765299036,3,2.594539088516968,0.6034676557064536,3,0.3958333333333333,0.07291666666666667,3,0.12588677864732456,0.02084772991505138,3,0.1899131118588132,0.002927304201025406,3,23.010416666666668,0.6356727625996815,3,0.13615631163708086,0.003761377293489248,3,1.0,0.0,3,6.71875,0.20807275370248104,3,6.677083333333333,0.2241399457432293,3,1.0127314814814816,0.012731481481481474,3,0.9993563737849209,0.0003287213841303265,3,0.027515175693702376,0.0035594607947386173,3,0.8069715805373452,0.015832296085923056,3
Editor transfer,25200,0.84,Late (20-30k),3,0.2416666696468989,0.07264831538382188,3,0.12979666888713837,0.013300505017282438,3,4000.0,0.0,3,0.009036145638674498,0.00099248278632707,3,0.6978783118260113,0.07606798129934372,3,0.3333333333333333,0.03755782578608322,3,0.6666666666666666,0.03755782578608323,3,0.6875,0.03125,3,3.8330184479384006,0.5452771091328491,3,2.0950263048024143,0.19521590121616678,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,25400,0.8466666666666667,Late (20-30k),3,0.20416668057441711,0.018162078703515525,3,0.10252666225035985,0.019867870540939796,3,4000.0,0.0,3,0.010448621974016229,0.0013723334475124686,3,0.7950847846306016,0.10580411658400243,3,0.4375,0.036084391824351615,3,0.5625,0.036084391824351615,3,0.5416666666666666,0.05799754544614607,3,6.331012208443648,1.0142456427793827,3,3.303703316533621,0.5214547333074105,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,25600,0.8533333333333334,Late (20-30k),3,0.30416665971279144,0.08609990399292314,3,0.16394666582345963,0.03798252596047388,3,4000.0,0.0,3,0.008508856951569518,0.0007728086732802944,3,0.6538201019722961,0.054498458524274915,3,0.3333333333333333,0.03755782578608322,3,0.6666666666666666,0.03755782578608323,3,0.6770833333333334,0.027559909490256156,3,3.9326694007782788,0.5100723089890817,3,2.148749772844146,0.1752076299646869,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,25800,0.86,Late (20-30k),3,0.19166666269302368,0.06705615200074243,3,0.1100066676735878,0.029540807875659766,3,4000.0,0.0,3,0.01869724690914154,0.006833777739287022,3,1.4704925427460738,0.5346845407093627,3,0.40625,0.018042195912175808,3,0.59375,0.018042195912175808,3,0.59375,0.03125,3,5.346878528376067,0.5341241137268717,3,2.754030883782106,0.2746193359152502,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,26000,0.8666666666666667,Late (20-30k),3,0.30000001192092896,0.12311072917957956,3,0.16363499065240225,0.03546522057706883,3,4000.0,0.0,3,0.00863167472804586,0.002141704649432311,3,0.6846298281445745,0.14292680668067637,3,0.375,0.036084391824351615,3,0.625,0.036084391824351615,3,0.6354166666666666,0.04166666666666667,3,4.652085041977214,0.6646763246359167,3,2.4453501604836094,0.271289413445161,3,0.375,0.036084391824351615,3,0.12598221670802315,0.01165953894691544,3,0.18414107260261106,0.0006583170119529353,3,23.322916666666668,0.2866003435874501,3,0.13800542406311636,0.0016958600212275089,3,1.0,0.0,3,7.385416666666667,2.023409011489713,3,7.09375,1.8649033710445517,3,1.0375105218855218,0.018687458163837756,3,0.998706370472663,0.0005692649381448993,3,0.02853781335716071,0.006228989464657037,3,0.8131905961529492,0.006891346612515152,3
Editor transfer,26200,0.8733333333333333,Late (20-30k),3,0.18750000993410745,0.12054564162023275,3,0.10860000302394231,0.05989235648540738,3,4000.0,0.0,3,0.009861539544848105,0.0008992151442645421,3,0.8059041597110923,0.06268573117446076,3,0.4166666666666667,0.055119818980512304,3,0.5833333333333334,0.05511981898051231,3,0.5729166666666666,0.03755782578608323,3,5.827328523054408,0.9927587841892261,3,2.971096476635335,0.39272427103810037,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,26400,0.88,Late (20-30k),3,0.1999999980131785,0.06884463111958902,3,0.1056649995346864,0.0346131994300446,3,4000.0,0.0,3,0.00977277422013382,0.0008447238104775352,3,0.7994226403599178,0.08746062073159064,3,0.3541666666666667,0.027559909490256156,3,0.6458333333333334,0.027559909490256156,3,0.6145833333333334,0.07291666666666667,3,4.635728016321498,0.896453985080729,3,2.6340321684374417,0.565342005948768,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,26600,0.8866666666666667,Late (20-30k),3,0.2208333412806193,0.07228896752099806,3,0.12369333207607269,0.02889390464603297,3,4000.0,0.0,3,0.006013389443978667,0.00044162529517229737,3,0.4948003419761203,0.025411589429818214,3,0.3645833333333333,0.055119818980512304,3,0.6354166666666666,0.05511981898051231,3,0.625,0.05412658773652742,3,4.8197748784352745,1.052077636086338,3,2.564154096868235,0.42249984405872876,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,26800,0.8933333333333333,Late (20-30k),3,0.19166667262713113,0.027322662108609057,3,0.10900166630744934,0.012593670471789878,3,4000.0,0.0,3,0.0070857809235652285,0.0008587073313218492,3,0.5908100767513216,0.07378057247599071,3,0.3333333333333333,0.05799754544614606,3,0.6666666666666666,0.05799754544614607,3,0.6458333333333334,0.03755782578608323,3,4.257200518656623,0.7163096785394966,3,2.347330639042443,0.2501621985449206,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,27000,0.9,Late (20-30k),3,0.23333333929379782,0.030046258149163566,3,0.103343332807223,0.016352578150027205,3,4000.0,0.0,3,0.013610709963055948,0.003914722466842405,3,1.1103933116269287,0.2681653360034462,3,0.3541666666666667,0.0890000390137243,3,0.6458333333333334,0.0890000390137243,3,0.65625,0.10974639325888269,3,4.879439806611142,2.1123287360866705,3,2.676074425545554,0.9899822171937218,3,0.3541666666666667,0.0890000390137243,3,0.11651396576954891,0.025629219900788903,3,0.18798423379871343,0.004555421907271448,3,22.479166666666668,0.8754339201853623,3,0.1330128205128205,0.00518008236796072,3,1.0,0.0,3,8.385416666666666,0.4420644827900614,3,7.84375,0.6557537806473809,3,1.0883928571428572,0.08080727102817176,3,0.9993514459118424,0.00012486121794162371,3,0.02386588082300083,0.005188449771393741,3,0.8175542765874496,0.004129349998768242,3
Editor transfer,27200,0.9066666666666666,Late (20-30k),3,0.3750000099341075,0.12140668703243587,3,0.18050998449325562,0.06274751182047011,3,4000.0,0.0,3,0.009934334899298847,0.002053904669775498,3,0.8157179165733117,0.13211054026656616,3,0.375,0.018042195912175808,3,0.625,0.018042195912175808,3,0.625,0.047735163489123336,3,4.711457679718926,0.6484161918901902,3,2.5262891829015888,0.36141133855640944,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,27400,0.9133333333333333,Late (20-30k),3,0.18333333233992258,0.03254270615618852,3,0.08026832714676857,0.016546617430964843,3,4000.0,0.0,3,0.006840360855373244,0.0006622731596219284,3,0.5787509681286006,0.03259435200550845,3,0.3229166666666667,0.027559909490256156,3,0.6770833333333334,0.027559909490256156,3,0.6875,0.018042195912175808,3,3.739026984558723,0.32617761224970343,3,2.075433050330757,0.10671578712028082,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,27600,0.92,Late (20-30k),3,0.22916666915019354,0.10441636611598897,3,0.10579166188836098,0.04297003706621906,3,4000.0,0.0,3,0.008365008048713207,0.002372123402036632,3,0.7021990395341214,0.1599430422779567,3,0.4375,0.047735163489123336,3,0.5625,0.047735163489123336,3,0.5625,0.047735163489123336,3,6.2062475912280055,1.054868321396271,3,3.1130460380199825,0.4433642891309836,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,27800,0.9266666666666666,Late (20-30k),3,0.2500000049670537,0.031457641111846395,3,0.10493498543898265,0.016994609115058686,3,4000.0,0.0,3,0.017937740970713396,0.010011298005054556,3,1.5553620560285932,0.8884723588515229,3,0.4166666666666667,0.03755782578608322,3,0.5833333333333334,0.03755782578608323,3,0.6041666666666666,0.04540519732854869,3,5.398103791849912,0.8648027451621834,3,2.719082545707933,0.36775790315726836,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,28000,0.9333333333333333,Late (20-30k),3,0.1958333378036817,0.08333333705862365,3,0.10806833207607269,0.04449129091632233,3,4000.0,0.0,3,0.007440474233590066,0.0008756069404519453,3,0.6353668463077621,0.09725544420617238,3,0.3958333333333333,0.03755782578608322,3,0.6041666666666666,0.03755782578608323,3,0.5625,0.047735163489123336,3,5.4561884146538375,0.7201579565655203,3,2.9576794837457245,0.34697039912121697,3,0.3958333333333333,0.03755782578608322,3,0.13552999936374627,0.009679012439832017,3,0.18646524415755183,0.0018584429303700038,3,22.708333333333332,0.2502169197805066,3,0.13436883629191324,0.001480573489825488,3,1.0,0.0,3,9.770833333333334,1.9510892168079974,3,9.333333333333334,2.1793250022146258,3,1.0781752765208645,0.06304927359090204,3,0.9978623933549041,0.001208686844429697,3,0.025536062384976785,0.010073297807797874,3,0.8255020528053669,0.003416582135492217,3
Editor transfer,28200,0.94,Late (20-30k),3,0.20833333830038706,0.0771677500860808,3,0.11098332951466243,0.034414742108551236,3,4000.0,0.0,3,0.00760674977209419,0.0013961251609479273,3,0.6596981833072986,0.12659008721247295,3,0.28125,0.018042195912175808,3,0.71875,0.018042195912175808,3,0.71875,0.03125,3,3.230673097552888,0.3439824141612058,3,1.912224263611266,0.16180102104181748,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,28400,0.9466666666666667,Late (20-30k),3,0.16250000645716986,0.02602082523193635,3,0.08509999761978786,0.009545921170705893,3,4000.0,0.0,3,0.009291532100178301,0.0015610951652333515,3,0.800552788544198,0.10970701845170971,3,0.3854166666666667,0.04540519732854868,3,0.6145833333333334,0.04540519732854869,3,0.6145833333333334,0.04540519732854869,3,5.057899899115503,0.9236207717219801,3,2.6281171031604167,0.37804585353338666,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,28600,0.9533333333333334,Late (20-30k),3,0.2541666676600774,0.04695595122372236,3,0.13676166782776514,0.03484255850917376,3,4000.0,0.0,3,0.008695308274279038,0.0008429001180986185,3,0.7716812547422348,0.07151918845726937,3,0.3958333333333333,0.03755782578608323,3,0.6041666666666666,0.03755782578608323,3,0.5833333333333334,0.020833333333333332,3,5.343014688462934,0.5366282203546784,3,2.801686950027031,0.1784996286633244,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,28800,0.96,Late (20-30k),3,0.12500000248352686,0.019094067509254315,3,0.05211499705910683,0.0021285241724001446,3,4000.0,0.0,3,0.009520326158963144,0.002061982696238453,3,0.8451768884808967,0.16340606530998317,3,0.40625,0.018042195912175808,3,0.59375,0.018042195912175808,3,0.5833333333333334,0.020833333333333332,3,5.414558660668388,0.3256122649753522,3,2.8076386282668406,0.16300474150666128,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,29000,0.9666666666666667,Late (20-30k),3,0.1583333338300387,0.03004626055998599,3,0.06147833044330279,0.010117441113822876,3,4000.0,0.0,3,0.0078067365490521,0.0013054514545331438,3,0.7104770338907596,0.1055782919564255,3,0.4166666666666667,0.020833333333333336,3,0.5833333333333334,0.020833333333333332,3,0.53125,0.03125,3,6.221173481388262,0.6003008290507467,3,3.319171167355007,0.31257104023563775,3,0.4166666666666667,0.020833333333333336,3,0.1515476872176624,0.007311693611030165,3,0.1871888794965718,0.0038816527321821593,3,23.375,0.4944351785960758,3,0.1383136094674556,0.0029256519443554784,3,1.0,0.0,3,7.885416666666667,0.992211422502505,3,7.59375,1.0515675303247687,3,1.0448565323565324,0.016452939687073835,3,0.9991359218364563,0.00033086087795812454,3,0.02598575570284804,0.002482791733341804,3,0.8084916734918028,0.0035120549394446416,3
Editor transfer,29200,0.9733333333333334,Late (20-30k),3,0.1583333338300387,0.04805234429520603,3,0.08367832750082016,0.0327037330632435,3,4000.0,0.0,3,0.006173185577305655,0.0005161570235978456,3,0.5514337628895892,0.02930537479279819,3,0.3854166666666667,0.06336210969060646,3,0.6145833333333334,0.06336210969060646,3,0.5729166666666666,0.0683066512948125,3,5.549078595158776,1.4735651721175251,3,3.05561018245384,0.7383027215823622,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,29400,0.98,Late (20-30k),3,0.2291666716337204,0.04583333432674408,3,0.12290666252374649,0.01777208000188369,3,4000.0,0.0,3,0.008026351725372175,0.0007491544209442797,3,0.7316371505067621,0.09287285950245772,3,0.4270833333333333,0.027559909490256156,3,0.5729166666666666,0.027559909490256152,3,0.5833333333333334,0.027559909490256152,3,5.694887042305086,0.606676066138951,3,2.8526010316291646,0.2584421419843261,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,29600,0.9866666666666667,Late (20-30k),3,0.2624999980131785,0.05636561772448925,3,0.14297999441623688,0.03524604180016222,3,4000.0,0.0,3,0.006558391110350688,0.0006730169900667451,3,0.6023590565779694,0.08385071261982928,3,0.375,0.018042195912175808,3,0.625,0.018042195912175808,3,0.5729166666666666,0.027559909490256152,3,5.248173348841587,0.4473959302112979,3,2.87193880975761,0.2335009613654907,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,29800,0.9933333333333333,Late (20-30k),3,0.24583333730697632,0.023199012112116786,3,0.1200583279132843,0.022656651825045584,3,4000.0,0.0,3,0.0059830400471886,0.0006825129774042167,3,0.5597144515756818,0.08014197109272721,3,0.40625,0.036084391824351615,3,0.59375,0.036084391824351615,3,0.59375,0.03125,3,5.387244556071913,0.7210844705467796,3,2.760534295837431,0.29311644958511673,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Editor transfer,30000,1.0,Late (20-30k),3,0.24166667461395264,0.06222160470735125,3,0.12178666641314824,0.01678845544468712,3,4000.0,0.0,3,0.010713524844807884,0.001992159965407644,3,0.9924499563751543,0.20682054797741273,3,0.3958333333333333,0.027559909490256156,3,0.6041666666666666,0.027559909490256152,3,0.625,0.03125,3,4.908743146350155,0.5478776240987201,3,2.511415554561592,0.21931083073918817,3,0.3958333333333333,0.027559909490256156,3,0.1314659286123306,0.006972168529853219,3,0.18567133064174482,0.003939519457882507,3,23.854166666666668,0.4781465590636876,3,0.14114891518737674,0.0028292695802585067,3,1.0,0.0,3,6.989583333333333,2.511064923217062,3,6.947916666666667,2.4995008182190657,3,1.0072916666666667,0.004540519732854865,3,0.9989243549300001,0.00037373260889824036,3,0.026228779889638894,0.004357841499874877,3,0.809509766984409,0.016664983724230642,3
Log-relative transfer,200,0.006666666666666667,Early (0-10k),6,0.0,0.0,6,0.0,0.0,6,2853.3333333333335,32.44140016159051,6,,,0,,,0,0.3645833333333333,0.01920738428602685,6,0.6354166666666666,0.01920738428602685,6,0.6510416666666666,0.021973982405967697,6,4.405090754272169,0.36423399442971827,6,2.3288302919514376,0.14745793939811203,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Log-relative transfer,400,0.013333333333333334,Early (0-10k),6,0.004166666728754838,0.0026352314227416577,6,0.0006716666393913329,0.0004254344019102598,6,3952.0,32.79024245107072,6,0.08316504815593362,0.01054482888182396,4,0.7713476379384387,0.07735843513142238,4,0.375,0.030190368221228,6,0.625,0.030190368221228,6,0.6510416666666666,0.03168105484530323,6,4.561917332161327,0.5999099079615129,6,2.3760809465004904,0.2372883343614513,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Log-relative transfer,600,0.02,Early (0-10k),6,0.02291666731859247,0.0050173313297258194,6,0.008321665964710215,0.0032440052328211147,6,4000.0,0.0,6,0.1326348576694727,0.013187245086519571,6,0.9758956034607743,0.09806999513329724,6,0.4479166666666667,0.04885849749816073,6,0.5520833333333334,0.04885849749816073,6,0.5625,0.051031036307982884,6,6.523572750695501,1.034153653149644,6,3.2695958159019747,0.44130343732901667,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Log-relative transfer,800,0.02666666666666667,Early (0-10k),6,0.0416666679084301,0.01277475879392854,6,0.0174191656212012,0.004298062166044627,6,4000.0,0.0,6,0.08991152575860421,0.013176234765656472,6,0.6434398700266444,0.083270838579422,6,0.3645833333333333,0.030900827029565262,6,0.6354166666666666,0.03090082702956527,6,0.6302083333333334,0.03063633577052655,6,4.6109453805517004,0.45135173758012614,6,2.472243399857349,0.17473432121879554,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Log-relative transfer,1000,0.03333333333333333,Early (0-10k),6,0.04166666744276881,0.006180165477074778,6,0.02002916574322929,0.00397917639963739,6,4000.0,0.0,6,0.08884440005446474,0.009711311555940762,6,0.6888117933329395,0.07964243133972022,6,0.359375,0.03098848912634066,6,0.640625,0.03098848912634066,6,0.6197916666666666,0.021973982405967697,6,4.71102936681224,0.5015177895214384,6,2.537311121655613,0.18704143813075297,6,0.359375,0.03098848912634066,6,0.1276921486288732,0.0066143828238843135,6,0.18611507657365645,0.0024159718767714916,6,23.3125,0.26455052290000614,6,0.13794378698224852,0.0015653877094674925,6,0.9947916666666666,0.005208333333333333,6,10.89700940860215,1.195626602470336,6,10.614583333333334,1.1063755421545516,6,1.0287427365048332,0.017281314994750458,6,0.9895498638543093,0.009636539950279497,6,0.02921453962430025,0.007133958985065307,6,0.8085537619763491,0.0036649518026042657,6
Log-relative transfer,1200,0.04,Early (0-10k),6,0.05833333513389031,0.013176157467120362,6,0.02399833290837705,0.006474565164957289,6,4000.0,0.0,6,0.06517913906524579,0.0061810444551775225,6,0.5542466362656243,0.05876844417958356,6,0.3958333333333333,0.023753654689565376,6,0.6041666666666666,0.02375365468956538,6,0.6145833333333334,0.027559909490256152,6,5.083860481471606,0.5431734821085585,6,2.625837617235517,0.24600535476472868,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Log-relative transfer,1400,0.04666666666666667,Early (0-10k),6,0.07291666883975267,0.015618054546683406,6,0.03278416534885764,0.007524374402201857,6,4000.0,0.0,6,0.060924673452973366,0.004667543976840397,6,0.5675816741071067,0.04648421750392453,6,0.4739583333333333,0.035554267012241694,6,0.5260416666666666,0.035554267012241694,6,0.53125,0.032274861218395144,6,7.093052217087802,0.849450917402593,6,3.495939404056236,0.36386535232126005,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Log-relative transfer,1600,0.05333333333333334,Early (0-10k),6,0.09166666865348816,0.019543398469774622,6,0.05136166730274757,0.01186486247895492,6,4000.0,0.0,6,0.050101980566978455,0.003986925856606528,6,0.5181028019687991,0.04526748394631655,6,0.390625,0.028811076429040273,6,0.609375,0.028811076429040273,6,0.5989583333333334,0.03734051735194775,6,5.280696797598275,0.6524382152661736,6,2.78648885118092,0.3141999387706823,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Log-relative transfer,1800,0.06,Early (0-10k),6,0.11041666815678279,0.014221707939987241,6,0.06533416702101628,0.009891477991218842,6,4000.0,0.0,6,0.070693615047882,0.009348419510328845,6,0.7730315776566933,0.10044696940235999,6,0.4114583333333333,0.039870123352093,6,0.5885416666666666,0.039870123352092994,6,0.5989583333333334,0.035554267012241694,6,5.559233660655501,0.8212190592274377,6,2.8153971002845957,0.3341659155811664,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
Log-relative transfer,2000,0.06666666666666667,Early (0-10k),6,0.12500000558793545,0.03461093626024222,6,0.060162498926122986,0.01600072685739205,6,4000.0,0.0,6,0.04626985786793133,0.003844146275498824,6,0.5374793273567012,0.04752224360151199,6,0.3177083333333333,0.02340854693150441,6,0.6822916666666666,0.023408546931504414,6,0.703125,0.023867581744561668,6,3.6042917973955935,0.3127608956045429,6,2.010802951659806,0.11639999504993408,6,0.3177083333333333,0.02340854693150441,6,0.10699401921486289,0.007148641280216701,6,0.19102564102564104,0.0011875339821294263,6,23.166666666666668,0.23297032774821586,6,0.13708086785009863,0.0013785226493977236,6,1.0,0.0,6,10.78125,1.5918084579077556,6,10.4375,1.6803668684248687,6,1.056576294076294,0.03634179725610862,6,0.9993939755990638,0.0002409689726160592,6,0.01741380290286616,0.003893049440081389,6,0.8169179799081571,0.003761853521938398,6
